


--Debug-1- 7 3 1

--Debug-1- 200 800 600 799

--Debug-1- 200 800 200 399

--Debug-2- 0.750000 1.000000 0.000000 1.000000 0.250000

--Debug-2- 0.250000 0.500000 0.000000 1.000000 0.250000
--Writing x grid points--
7 0 600 0.750939
7 1 601 0.752190
7 2 602 0.753442
7 3 603 0.754693
7 4 604 0.755945
7 5 605 0.757196
7 6 606 0.758448
7 7 607 0.759700
7 8 608 0.760951
7 9 609 0.762203
7 10 610 0.763454
7 11 611 0.764706
7 12 612 0.765957
7 13 613 0.767209
7 14 614 0.768461
7 15 615 0.769712
7 16 616 0.770964
7 17 617 0.772215
7 18 618 0.773467
7 19 619 0.774718
7 20 620 0.775970
7 21 621 0.777222
7 22 622 0.778473
7 23 623 0.779725
7 24 624 0.780976
7 25 625 0.782228
7 26 626 0.783479
7 27 627 0.784731
7 28 628 0.785982
7 29 629 0.787234
7 30 630 0.788486
7 31 631 0.789737
7 32 632 0.790989
7 33 633 0.792240
7 34 634 0.793492
7 35 635 0.794743
7 36 636 0.795995
7 37 637 0.797247
7 38 638 0.798498
7 39 639 0.799750
7 40 640 0.801001
7 41 641 0.802253
7 42 642 0.803504
7 43 643 0.804756
7 44 644 0.806008
7 45 645 0.807259
7 46 646 0.808511
7 47 647 0.809762
7 48 648 0.811014
7 49 649 0.812265
7 50 650 0.813517
7 51 651 0.814768
7 52 652 0.816020
7 53 653 0.817272
7 54 654 0.818523
7 55 655 0.819775
7 56 656 0.821026
7 57 657 0.822278
7 58 658 0.823529
7 59 659 0.824781
7 60 660 0.826033
7 61 661 0.827284
7 62 662 0.828536
7 63 663 0.829787
7 64 664 0.831039
7 65 665 0.832290
7 66 666 0.833542
7 67 667 0.834793
7 68 668 0.836045
7 69 669 0.837297
7 70 670 0.838548
7 71 671 0.839800
7 72 672 0.841051
7 73 673 0.842303
7 74 674 0.843554
7 75 675 0.844806
7 76 676 0.846058
7 77 677 0.847309
7 78 678 0.848561
7 79 679 0.849812
7 80 680 0.851064
7 81 681 0.852315
7 82 682 0.853567
7 83 683 0.854819
7 84 684 0.856070
7 85 685 0.857322
7 86 686 0.858573
7 87 687 0.859825
7 88 688 0.861076
7 89 689 0.862328
7 90 690 0.863579
7 91 691 0.864831
7 92 692 0.866083
7 93 693 0.867334
7 94 694 0.868586
7 95 695 0.869837
7 96 696 0.871089
7 97 697 0.872340
7 98 698 0.873592
7 99 699 0.874844
7 100 700 0.876095
7 101 701 0.877347
7 102 702 0.878598
7 103 703 0.879850
7 104 704 0.881101
7 105 705 0.882353
7 106 706 0.883605
7 107 707 0.884856
7 108 708 0.886108
7 109 709 0.887359
7 110 710 0.888611
7 111 711 0.889862
7 112 712 0.891114
7 113 713 0.892365
7 114 714 0.893617
7 115 715 0.894869
7 116 716 0.896120
7 117 717 0.897372
7 118 718 0.898623
7 119 719 0.899875
7 120 720 0.901126
7 121 721 0.902378
7 122 722 0.903630
7 123 723 0.904881
7 124 724 0.906133
